Name,Episodes,Released Year,Language,Rating,Ranking
"Good Bye, My Princess",52,2019,Chinese,8.2,1155
Todome no Kiss,10,2018,Japanese,8.2,1156
The Rebel,43,2021,Chinese,8.2,1160
Oh My Geum Bi,16,2016,Korean,8.2,1161
A Date With the Future,36,2023,Chinese,8.2,1163
May It Please the Court,12,2022,Korean,8.2,1164
Gen Z,40,2023,Chinese,8.2,1166
D-Day,20,2015,Korean,8.2,1171
An Ancient Love Song,14,2023,Chinese,8.2,1172
Nothing But Thirty,43,2020,Chinese,8.2,1174
Maiko-san Chi no Makanai-san,9,2023,Japanese,8.2,1175
Ghost,20,2012,Korean,8.2,1176
Hana Yori Dango 2,11,2007,Japanese,8.2,1178
Queenmaker,11,2023,Korean,8.2,1184
"Wait, My Youth",24,2019,Chinese,8.2,1186
A Gentleman's Dignity,20,2012,Korean,8.2,1190
Liar Game,12,2014,Korean,8.2,1191
Giant,60,2010,Korean,8.2,1192
God's Quiz Season 2,12,2011,Korean,8.2,1194
Gank Your Heart,35,2019,Chinese,8.2,1195
Love in the Moonlight,18,2016,Korean,8.2,1199
Bulgasal: Immortal Souls,16,2021,Korean,8.2,1200
One Day Off,8,2023,Korean,8.2,1202
Queen for Seven Days,20,2017,Korean,8.2,1203
Couple of Mirrors,12,2021,Chinese,8.2,1205
Rookie Historian Goo Hae Ryung,40,2019,Korean,8.2,1209
Welcome 2 Life,32,2019,Korean,8.2,1211
Ode to Joy Season 2,55,2017,Chinese,8.2,1218
Live Up to Your Name,16,2017,Korean,8.2,1219
XX,10,2020,Korean,8.2,1223
Intense Love,24,2020,Chinese,8.2,1226
Why Women Love,24,2022,Chinese,8.2,1227
Omameda Towako to Sannin no Motootto,10,2021,Japanese,8.2,1228
The Eternal Love Season 2,30,2018,Chinese,8.2,1230
Crazy Love,16,2022,Korean,8.2,1232
My Uncanny Destiny,24,2023,Chinese,8.2,1233
Hana Yori Dango,9,2005,Japanese,8.2,1235
Nankyoku Tairiku,10,2011,Japanese,8.2,1237
Ordinary Greatness,38,2022,Chinese,8.2,1239
The Advisors Alliance,42,2017,Chinese,8.2,1241
What Happens to My Family?,53,2014,Korean,8.2,1243
King2Hearts,20,2012,Korean,8.2,1244
Cold Case: Shinjitsu no Tobira Season 2,10,2018,Japanese,8.2,1245
Hanazakari no Kimitachi e,12,2007,Japanese,8.2,1246
Princess Agents,67,2017,Chinese,8.2,1247
A Korean Odyssey,20,2017,Korean,8.2,1249
Fights Break Sphere,45,2018,Chinese,8.2,1251
Kounodori Season 2,11,2017,Japanese,8.2,1252
Qing Qing Zi Jin,40,2020,Chinese,8.2,1253
Oshin,297,1983,Japanese,8.2,1255
Secret Garden,20,2010,Korean,8.2,1256
My Forever Sunshine,19,2020,Thai,8.2,1257
Until We Meet Again,17,2019,Thai,8.2,1258
"Fanletter, Please",4,2022,Korean,8.2,1261
Semantic Error,8,2022,Korean,8.2,1263
We Best Love: Fighting Mr. 2nd,6,2021,Taiwanese,8.2,1269
Light on Me,16,2021,Korean,8.2,1270
Quartet,10,2017,Japanese,8.2,1272
General's Lady,30,2020,Chinese,8.2,1275
Love Mechanics: Director's Cut,3,2022,Thai,8.2,1277
My Heroic Husband,36,2021,Chinese,8.2,1279
Black Pean,10,2018,Japanese,8.2,1280
Remember: War of the Son,20,2015,Korean,8.2,1282
Who Are You: School 2015,16,2015,Korean,8.2,1284
Blue Birthday,16,2021,Korean,8.2,1287
Doctor X Season 4,11,2016,Japanese,8.2,1290
I Belonged to Your World,20,2023,Chinese,8.2,1292
17.3 About a Sex,9,2020,Japanese,8.2,1293
GTO,12,1998,Japanese,8.2,1294
Tell Me What You Saw,16,2020,Korean,8.2,1295
When the Weather Is Fine,16,2020,Korean,8.2,1296
Princess Pearl Season 2,48,1999,Chinese,8.2,1300
Tsukuritai Onna to Tabetai Onna,10,2022,Japanese,8.2,1303
Midnight Museum,10,2023,Thai,8.2,1305
Be Yourself,24,2021,Chinese,8.2,1306
Orange Days,11,2004,Japanese,8.2,1308
School 2013,16,2012,Korean,8.2,1310
A Beautiful Mind,14,2016,Korean,8.2,1317
Miss S,34,2020,Chinese,8.2,1320
Cold Case: Shinjitsu no Tobira Season 3,10,2020,Japanese,8.2,1321
History of the Salaryman,22,2012,Korean,8.2,1324
Junkyouju Takatsuki Akira no Suisatsu,8,2021,Japanese,8.2,1328
I Told Sunset About You,5,2020,Thai,8.2,1330
Suparburoot Jorm Jon: Maturot Lohgan,16,2019,Thai,8.2,1331
May I Help You,16,2022,Korean,8.2,1332
HiGH&LOW Season 2,10,2016,Japanese,8.2,1334
Find Me in Your Memory,32,2020,Korean,8.2,1335
Rainless Love in a Godless Land,13,2021,Taiwanese,8.2,1337
Agency,16,2023,Korean,8.2,1338
Kiss Me,20,2015,Thai,8.2,1340
The Secret Romantic Guesthouse,18,2023,Korean,8.2,1341
Bad Prosecutor,12,2022,Korean,8.2,1342
Solomon's Perjury,12,2016,Korean,8.2,1344
Dear Sister,10,2014,Japanese,8.2,1346
Chief of Staff Season 2,10,2019,Korean,8.2,1347
"The King's Daughter, Soo Baek Hyang",108,2013,Korean,8.2,1352
Diary of a Prosecutor,16,2019,Korean,8.2,1356
The Disguiser,48,2015,Chinese,8.2,1358
Meet Me @ 1006,26,2018,Taiwanese,8.2,1364
Luoyang,39,2021,Chinese,8.2,1365
Sungkyunkwan Scandal,20,2010,Korean,8.2,1366
Heavenly Sword and Dragon Slaying Sabre,50,2019,Chinese,8.2,1367
The Rational Life,35,2021,Chinese,8.2,1368
All-Boys High,10,2019,Korean,8.2,1370
Kazoku no Katachi,10,2016,Japanese,8.2,1371
Watashitachi wa Douka Shiteiru,8,2020,Japanese,8.2,1372
Something About 1 Percent,16,2016,Korean,8.2,1374
Warm on a Cold Night,36,2023,Chinese,8.2,1375
Fireworks of My Heart,40,2023,Chinese,8.2,1376
The First Half of My Life,42,2017,Chinese,8.2,1379
He's Coming to Me,8,2019,Thai,8.2,1381
The Brightest Star in the Sky,44,2019,Chinese,8.2,1383
Pegasus Market,12,2019,Korean,8.2,1384
Tokusatsu Gagaga,7,2019,Japanese,8.2,1386
"Yugure ni, Te wo Tsunagu",10,2023,Japanese,8.2,1388
Another Miss Oh,18,2016,Korean,8.2,1390
"I'm Tee, Me Too",8,2020,Thai,8.2,1394
Radiation House,11,2019,Japanese,8.2,1400
30-sai made Dotei Da to Mahotsukai ni Nareru rashii,12,2020,Japanese,8.2,1401
Mondai no Aru Restaurant,10,2015,Japanese,8.2,1404
Queen of Mystery,16,2017,Korean,8.2,1405
Hyena,16,2020,Korean,8.2,1406
The Queen's Classroom,11,2005,Japanese,8.2,1407
Surgeons,44,2017,Chinese,8.2,1409
Shinya Shokudo - Tokyo Stories,10,2016,Japanese,8.2,1411
Black Dog,16,2019,Korean,8.2,1413
Woman,11,2013,Japanese,8.2,1414
Three-Body,30,2023,Chinese,8.2,1415
A Little Thing Called First Love,36,2019,Chinese,8.2,1417
Gokushufudo,10,2020,Japanese,8.2,1418
Mama,24,2014,Korean,8.2,1419
Kill It,12,2019,Korean,8.2,1420
Bloody Heart,16,2022,Korean,8.2,1421
To My Star Season 2: Our Untold Stories,10,2022,Korean,8.2,1424
Shards of Her,9,2022,Taiwanese,8.2,1426
Thirty-Nine,12,2022,Korean,8.2,1431
Gokusen,12,2002,Japanese,8.2,1432
Danger Zone: The Dark Night,12,2021,Taiwanese,8.2,1433
Okaeri Mone,120,2021,Japanese,8.2,1434
Mars,13,2004,Taiwanese,8.2,1435
Unstoppable High Kick,167,2006,Korean,8.2,1439
Somehow 18,10,2017,Korean,8.2,1440
You're All Surrounded,20,2014,Korean,8.2,1441
Once We Get Married,24,2021,Chinese,8.2,1442
Once Upon a Time in Lingjian Mountain,37,2019,Chinese,8.2,1443
Memory Lost Season 2,12,2016,Chinese,8.2,1445
Tsuiraku JK to Haijin Kyoshi,9,2023,Japanese,8.2,1447
Make a Wish,24,2021,Chinese,8.2,1449
Doctor X,8,2012,Japanese,8.2,1453
Flourish in Time,24,2021,Chinese,8.2,1454
Lovers of the Red Sky,16,2021,Korean,8.2,1458
Black Knight,6,2023,Korean,8.2,1462
Time Between Dog and Wolf,16,2007,Korean,8.2,1464
Inspector Koo,12,2021,Korean,8.2,1468
Miss Crow with Mr. Lizard,36,2021,Chinese,8.2,1469
Special Labor Inspector Jo,32,2019,Korean,8.2,1471
Sound of the Desert,35,2014,Chinese,8.2,1472
Love Mechanics,10,2022,Thai,8.2,1473
Sweet Tai Chi,24,2019,Chinese,8.2,1475
Legal High,11,2012,Japanese,8.2,1477
Definitely Not Today,8,2021,Chinese,8.2,1478
Neechan no Koibito,9,2020,Japanese,8.2,1479
Minning Town,23,2021,Chinese,8.2,1480
A Time Called You,12,2023,Korean,8.2,1481
When a Snail Falls in Love,21,2016,Chinese,8.2,1483
All Is Well,46,2019,Chinese,8.2,1489
The K2,16,2016,Korean,8.2,1490
Zombie Detective,24,2020,Korean,8.2,1491
My Holo Love,12,2020,Korean,8.2,1493
Go Ho's Starry Night,20,2016,Korean,8.2,1495
Secret of Three Kingdoms,54,2018,Chinese,8.2,1497
Search,10,2020,Korean,8.2,1498
Love in Time,24,2022,Chinese,8.2,1499
School 2017,16,2017,Korean,8.2,1500
Romance Is a Bonus Book,16,2019,Korean,8.2,1501
Thank You,16,2007,Korean,8.2,1502
Stand by Me,49,2021,Chinese,8.2,1505
Long Vacation,11,1996,Japanese,8.2,1507
The Most Beautiful Goodbye,4,2017,Korean,8.2,1514
The Light in Your Eyes,12,2019,Korean,8.2,1515
The Eternal Love,24,2017,Chinese,8.2,1517
Natsuzora,156,2019,Japanese,8.1,1518
Rookie Agent Rouge,45,2016,Chinese,8.1,1519
Rooftop Prince,20,2012,Korean,8.1,1522
Butterflied Lover,22,2023,Chinese,8.1,1523
The Journey Across the Night,26,2020,Chinese,8.1,1524
Soratobu Kouhoushitsu,11,2013,Japanese,8.1,1526
Vampire Prosecutor,12,2011,Korean,8.1,1527
Boy Hood,39,2017,Chinese,8.1,1531
Cool Doji Danshi,12,2023,Japanese,8.1,1532
"Bring It On, Ghost",16,2016,Korean,8.1,1534
Handsome Siblings,44,2020,Chinese,8.1,1535
Into the Ring,32,2020,Korean,8.1,1537
Live On,8,2020,Korean,8.1,1538
Uncle,16,2021,Korean,8.1,1539
Woman of Dignity,20,2017,Korean,8.1,1541
Fated to Love You,20,2014,Korean,8.1,1542
Flight to You,39,2022,Chinese,8.1,1545
The Killer Is Also Romantic,18,2022,Chinese,8.1,1549
Eagles and Youngster,40,2018,Chinese,8.1,1550
Kaitou Yamaneko,10,2016,Japanese,8.1,1552
Doctor X Season 6,10,2019,Japanese,8.1,1554
Prince of Lan Ling,46,2013,Chinese,8.1,1555
"Tsuma, Shogakusei ni Naru",10,2022,Japanese,8.1,1556
In a Class of Her Own,36,2020,Chinese,8.1,1558
Punch,19,2014,Korean,8.1,1559
The Moon Brightens for You,36,2020,Chinese,8.1,1562
"Work Later, Drink Now Season 2",12,2022,Korean,8.1,1563
The Silent Sea,8,2021,Korean,8.1,1564
A Piece of Your Mind,12,2020,Korean,8.1,1567
The Legend of the Condor Heroes,52,2017,Chinese,8.1,1569
BORDER,9,2014,Japanese,8.1,1572
The Blooms at Ruyi Pavilion,40,2020,Chinese,8.1,1575
Rikuoh,10,2017,Japanese,8.1,1576
A Girl Like Me,40,2021,Chinese,8.1,1577
Nigeru wa Haji da ga Yaku ni Tatsu,11,2016,Japanese,8.1,1578
Memory of Encaustic Tile,34,2022,Chinese,8.1,1579
Lucky's First Love,24,2019,Chinese,8.1,1583
The Comments,5,2021,Thai,8.1,1584
Game Sanaeha,14,2018,Thai,8.1,1585
Hakozume: Tatakau! Koban Joshi,9,2021,Japanese,8.1,1587
Because of Meeting You,56,2017,Chinese,8.1,1589
Shopping King Louie,16,2016,Korean,8.1,1591
The Ideal City,40,2021,Chinese,8.1,1592
Mada Mada Koi wa Tsuzuku yo Doko Made mo,10,2020,Japanese,8.1,1593
Ore no Ie no Hanashi,10,2021,Japanese,8.1,1594
One the Woman,16,2021,Korean,8.1,1595
Start-Up,16,2020,Korean,8.1,1596
Special Affairs Team TEN Season 2,12,2013,Korean,8.1,1598
Miman Keisatsu: Midnight Runner,10,2020,Japanese,8.1,1599
Let's Fight Ghost,16,2021,Thai,8.1,1600
Jirisan,16,2021,Korean,8.1,1601
Iryu Team Medical Dragon,11,2006,Japanese,8.1,1602
Love in the Air,13,2022,Thai,8.1,1603
See You Tomorrow,12,2022,Chinese,8.1,1604
The Ingenious One,36,2023,Chinese,8.1,1605
Eien no Kinou,8,2022,Japanese,8.1,1606
Life,11,2007,Japanese,8.1,1609
Falling for Innocence,16,2015,Korean,8.1,1612
Girls' Generation 1979,8,2017,Korean,8.1,1613
My Huckleberry Friends,30,2017,Chinese,8.1,1615
Crisis: Kouan Kidou Sousatai Tokusou-han,10,2017,Japanese,8.1,1616
The Knockout,39,2023,Chinese,8.1,1618
Sassy Go Go,12,2015,Korean,8.1,1619
Hiyokko,156,2017,Japanese,8.1,1620
Shinya Shokudo - Tokyo Stories Season 2,10,2019,Japanese,8.1,1621
Why Her?,16,2022,Korean,8.1,1624
Not Others,12,2023,Korean,8.1,1626
I Promised You the Moon,5,2021,Thai,8.1,1627
"My Boss, My Hero",10,2006,Japanese,8.1,1628
Mr. Brain,8,2009,Japanese,8.1,1631
Please Be My Family,30,2023,Chinese,8.1,1632
Eulachacha Waikiki Season 2,16,2019,Korean,8.1,1633
The Crown Princess,12,2018,Thai,8.1,1635
The Wind Blows From Longxi,24,2022,Chinese,8.1,1637
Hoshi Furu Yoru ni,9,2023,Japanese,8.1,1639
Under the Microscope,14,2023,Chinese,8.1,1642
Oh! My Sweet Liar!,29,2020,Chinese,8.1,1643
The Journey of Flower,58,2015,Chinese,8.1,1644
Chimera,16,2021,Korean,8.1,1645
The King: Eternal Monarch,16,2020,Korean,8.1,1646
Mahoro Ekimae Bangaichi,12,2013,Japanese,8.1,1649
Shizuka-chan to Papa,8,2022,Japanese,8.1,1654
Can You Hear My Heart,30,2011,Korean,8.1,1658
Idol: The Coup,12,2021,Korean,8.1,1661
Sunshine of My Life,45,2021,Chinese,8.1,1664
Reset Life,5,2019,Chinese,8.1,1665
Please Classmate,24,2021,Chinese,8.1,1667
It Started with a Kiss,20,2005,Taiwanese,8.1,1670
The Good Detective Season 2,16,2022,Korean,8.1,1671
To Love,40,2020,Chinese,8.1,1676
Growing Season,12,2020,Korean,8.1,1677
On the Verge of Insanity,16,2021,Korean,8.1,1682
Kindaichi Shonen no Jikenbo N,9,2014,Japanese,8.1,1683
The Victims' Game,8,2020,Taiwanese,8.1,1686
Our Blooming Youth,20,2023,Korean,8.1,1687
Suits,16,2018,Korean,8.1,1693
The Legend of the Condor Heroes,50,2008,Chinese,8.1,1695
Bo Ra! Deborah,14,2023,Korean,8.1,1696
"Rich Man, Poor Woman",11,2012,Japanese,8.1,1698
The Eighth Sense,10,2023,Korean,8.1,1699
Money Flower,24,2017,Korean,8.1,1702
Koisenu Futari,8,2022,Japanese,8.1,1703
Never Twice,72,2019,Korean,8.1,1704
38 Task Force,16,2016,Korean,8.1,1705
To My Star,9,2021,Korean,8.1,1706
Dance of the Sky Empire,28,2020,Chinese,8.1,1707
Island,6,2022,Korean,8.1,1709
Tientsin Mystic,24,2017,Chinese,8.1,1710
Itazura na Kiss: Love in Tokyo Season 2,16,2014,Japanese,8.1,1711
Legend of Yun Xi,48,2018,Chinese,8.1,1712
Ototo no Otto,3,2018,Japanese,8.1,1713
Fake It Till You Make It,14,2023,Chinese,8.1,1716
The Best of You in My Mind,24,2020,Chinese,8.1,1717
Copycat Killer,10,2023,Taiwanese,8.1,1718
My Only 12%,14,2022,Thai,8.1,1719
I've Fallen for You,24,2020,Chinese,8.1,1720
"Okusama wa, Tori Atsukai Chui",10,2017,Japanese,8.1,1721
Light the Night Season 2,8,2021,Taiwanese,8.1,1722
Kamen Rider Den-O,49,2007,Japanese,8.1,1726
The Love Equations,27,2020,Chinese,8.1,1727
Avataro Sentai Donbrothers,50,2022,Japanese,8.1,1728
Jimi ni Sugoi! Koetsu Garu Kono Etsuko,10,2016,Japanese,8.1,1729
Operation: Special Warfare,35,2022,Chinese,8.1,1731
Remarriage and Desires,8,2022,Korean,8.1,1732
Boku no Yabai Tsuma,9,2016,Japanese,8.1,1733
Psych-Hunter,36,2020,Chinese,8.1,1734
Journey to the West,25,1986,Chinese,8.1,1735
Warrior Baek Dong Soo,29,2011,Korean,8.1,1737
Falling Before Fireworks,23,2023,Chinese,8.1,1738
God's Quiz Season 4,12,2014,Korean,8.1,1740
"Link: Eat, Love, Kill",16,2022,Korean,8.1,1742
Legend of Mi Yue,81,2015,Chinese,8.1,1744
Blueming,11,2022,Korean,8.1,1746
Life: Senjou no Bokura,4,2020,Japanese,8.1,1747
Mr. Bad,24,2022,Chinese,8.1,1748
Love Playlist Season 2,12,2017,Korean,8.1,1749
Memory Lost,12,2016,Chinese,8.1,1750
Back to 1989,21,2016,Taiwanese,8.1,1751
The Days,8,2023,Japanese,8.1,1753
Café Minamdang,18,2022,Korean,8.1,1754
Dragon Zakura Season 2,10,2021,Japanese,8.1,1757
Hokuto,5,2017,Japanese,8.1,1760
Kekkon Dekinai Otoko,12,2006,Japanese,8.1,1761
Catch the Ghost,16,2019,Korean,8.1,1762
HIStory2: Crossing the Line,8,2018,Taiwanese,8.1,1763
Uncontrollably Fond,20,2016,Korean,8.1,1764
Chocolate,16,2019,Korean,8.1,1766
KinnPorsche,14,2022,Thai,8.1,1767
Stealth Walker,24,2021,Chinese,8.1,1770
In Time With You,13,2011,Taiwanese,8.1,1771
Haechi,48,2019,Korean,8.1,1773
Meeting You,28,2020,Chinese,8.1,1774
Familiar Wife,16,2018,Korean,8.1,1776
Mask,20,2015,Korean,8.1,1777
Master of My Own,32,2022,Chinese,8.1,1778
The Killer's Shopping List,8,2022,Korean,8.1,1779
Mama Gogo,12,2022,Thai,8.1,1785
Jealousy Incarnate,24,2016,Korean,8.1,1787
Memory Lost Season 3,12,2016,Chinese,8.1,1789
"Marriage, Not Dating",16,2014,Korean,8.1,1790
The Mystic Nine,48,2016,Chinese,8.1,1793
Doctor Cha,16,2023,Korean,8.1,1794
Love Revolution,30,2020,Korean,8.1,1797
High Kick! The Revenge of the Short Legged,123,2011,Korean,8.1,1799
Be My Favorite,12,2023,Thai,8.1,1800
RYOMADEN,48,2010,Japanese,8.1,1802
Royal Nirvana,60,2019,Chinese,8.1,1803
Dating in the Kitchen,24,2020,Chinese,8.1,1805
Mare,156,2015,Japanese,8.1,1808
Professional Single,24,2020,Chinese,8.1,1809
Chugakusei Nikki,11,2018,Japanese,8.1,1810
"Uchi no Musume wa, Kareshi ga Dekinai!!",10,2021,Japanese,8.1,1811
The Heart of Genius,34,2022,Chinese,8.1,1813
Wakamono Tachi,11,2014,Japanese,8.1,1814
Hanako to Anne,156,2014,Japanese,8.1,1815
The Greatest Love,16,2011,Korean,8.1,1818
My Lethal Man,24,2023,Chinese,8.1,1819
The Ordinary Glory,41,2020,Chinese,8.1,1820
Mistress,12,2018,Korean,8.1,1823
Mirai Sentai Timeranger,51,2000,Japanese,8.1,1829
Algernon ni Hanataba wo,10,2015,Japanese,8.1,1830
Signal: Choki Mikaiketsu Jiken Sosahan,10,2018,Japanese,8.1,1831
Royal Nirvana Special,12,2020,Chinese,8.1,1832
Nothing Gold Can Stay,74,2017,Chinese,8.1,1834
Song of Youth,43,2021,Chinese,8.1,1835
Reply 1994,21,2013,Korean,8.1,1837
My Strange Hero,32,2018,Korean,8.1,1840
"Bread, Love and Dreams",30,2010,Korean,8.1,1841
My Mr. Mermaid,36,2017,Chinese,8.1,1842
Insect Detective,24,2020,Chinese,8.1,1843
Rinsho Hanzai Gakusha Himura Hideo no Suiri,10,2016,Japanese,8.1,1845
A-Teen,24,2018,Korean,8.1,1846
Kagi no Kakatta Heya,11,2012,Japanese,8.1,1847
Yi San,77,2007,Korean,8.1,1849
The Witch's Diner,8,2021,Korean,8.1,1850
Lovely Writer,12,2021,Thai,8.1,1851
Love Playlist Season 3,12,2018,Korean,8.1,1853
Narco-Saints,6,2022,Korean,8.1,1854
Ressha Sentai ToQger,47,2014,Japanese,8.1,1858
Go Go Squid 2: Dt. Appledog's Time,38,2021,Chinese,8.1,1860
Chef Fang,36,2017,Chinese,8.1,1861
Noble Aspirations,58,2016,Chinese,8.1,1863
Be My Dream Family,120,2021,Korean,8.1,1864
Encounter,16,2018,Korean,8.1,1868
Legend of Lu Zhen,59,2013,Chinese,8.1,1869
A Gift to the People You Hate,10,2019,Thai,8.1,1870
Girl From Nowhere Season 2,8,2021,Thai,8.1,1874
Do You Like Brahms?,16,2020,Korean,8.1,1875
Code Blue,11,2008,Japanese,8.1,1876
Likit Haeng Jan,14,2019,Thai,8.1,1877
The Law Cafe,16,2022,Korean,8.1,1878
The Package,12,2017,Korean,8.1,1879
The Good Wife,16,2016,Korean,8.1,1883
Project S: SPIKE,8,2017,Thai,8.1,1885
Witch's Court,16,2017,Korean,8.1,1886
Khun Mae Suam Roy,31,2018,Thai,8.1,1890
Ojakgyo Brothers,58,2011,Korean,8.1,1891
The Penthouse Season 3: War in Life,14,2021,Korean,8.1,1893
Poisoned Love,24,2020,Chinese,8.1,1894
Nishiogikubo Mitsuboshi Youshudou,6,2021,Japanese,8.1,1896
Sing My Crush,8,2023,Korean,8.1,1898
The Innocent Man,20,2012,Korean,8.1,1900
Padiwaradda,14,2016,Thai,8.1,1901
Anata no Ban Desu,10,2019,Japanese,8.1,1904
Kanojo wa Kirei datta,10,2021,Japanese,8.1,1905
The Vigilantes in Masks,30,2011,Chinese,8.1,1906
Insider,16,2022,Korean,8.1,1907
Shanai Marriage Honey,7,2020,Japanese,8.1,1912
Faith,24,2012,Korean,8.1,1913
ST Aka to Shiro no Sousa File,10,2014,Japanese,8.1,1915
My Girlfriend Is a Gumiho,16,2010,Korean,8.1,1916
Ishiko to Haneo: Sonna Koto de Uttaemasu?,10,2022,Japanese,8.1,1917
My Sassy Princess,22,2022,Chinese,8.1,1918
Royal Rumours,24,2023,Chinese,8.1,1919
Secret Royal Inspector,16,2020,Korean,8.1,1920
It's Okay to Be Sensitive,12,2018,Korean,8.1,1921
Growing Pain,40,2019,Chinese,8.1,1925
Octogenarian and the 90s,43,2021,Chinese,8.1,1928
Love Crossed,36,2021,Chinese,8.1,1932
Rokuhodo Yotsuiro Biyori,10,2022,Japanese,8.1,1933
The Legendary Life of Queen Lau,36,2022,Chinese,8,1934
The Eternal Love Season 3,30,2021,Chinese,8,1935
Love Shuffle,10,2009,Japanese,8,1937
Marvelous Women,35,2021,Chinese,8,1939
Night of Love With You,24,2022,Chinese,8,1940
Leh Nangfah,28,2014,Thai,8,1943
"Good Life - Arigatou, Papa. Sayonara",11,2011,Japanese,8,1947
Tonari no Kazoku wa Aoku Mieru,10,2018,Japanese,8,1952
Before We Get Married,13,2019,Taiwanese,8,1953
Shinya Shokudo 3,10,2014,Japanese,8,1957
Perfect World,10,2019,Japanese,8,1958
The Quiz Show 2,10,2009,Japanese,8,1959
The Love Proposal,15,2022,Thai,8,1960
Sutekina Sen Taxi,10,2014,Japanese,8,1963
She Was Pretty,16,2015,Korean,8,1965
Hit the Top,32,2017,Korean,8,1966
Kamen Rider Drive,48,2014,Japanese,8,1967
Kinou Nani Tabeta?,12,2019,Japanese,8,1969
Your Honor,32,2018,Korean,8,1970
Mysterious Love,16,2021,Chinese,8,1972
Black,18,2017,Korean,8,1974
Life,16,2018,Korean,8,1976
The Legend,24,2007,Korean,8,1978
The Wolf,49,2020,Chinese,8,1979
Kamen Rider Kuuga,49,2000,Japanese,8,1981
Rattan,30,2021,Chinese,8,1982
Be With You,24,2020,Chinese,8,1983
About Youth,8,2022,Taiwanese,8,1984
Boss & Me,34,2014,Chinese,8,1985
Comrades,20,2010,Korean,8,1986
You Are My Spring,16,2021,Korean,8,1987
Scent of a Woman,16,2011,Korean,8,1988
Kamen Rider Fourze,48,2011,Japanese,8,1989
Since I Met U,16,2022,Chinese,8,1990
Kiss Sixth Sense,12,2022,Korean,8,1991
A Romance of the Little Forest,35,2022,Chinese,8,1992
Galileo,10,2007,Japanese,8,1994
Karei naru Ichizoku,10,2007,Japanese,8,1997
Hwarang,20,2016,Korean,8,1998
The Golden Spoon,16,2022,Korean,8,2001
Kamen Rider Ex-Aid,45,2016,Japanese,8,2004
Twenty Again,16,2015,Korean,8,2005
Miss Hammurabi,16,2018,Korean,8,2006
In Hand,11,2019,Japanese,8,2012
Kahogo no Kahoko,10,2017,Japanese,8,2014
Legend of Fei,51,2020,Chinese,8,2018
Kishibe Rohan wa Ugokanai,3,2020,Japanese,8,2021
Danger Zone Season 2: The Silver Lining,12,2021,Taiwanese,8,2022
Light the Night,8,2021,Taiwanese,8,2024
Bad Romeo,17,2022,Thai,8,2025
Dear.M,12,2022,Korean,8,2028
Black & White,24,2009,Taiwanese,8,2031
Day and Night,32,2017,Chinese,8,2034
Kotaki Kyodai to Shikuhakku,12,2020,Japanese,8,2038
Utsukushii Kare Season 2,4,2023,Japanese,8,2039
Shadow Beauty,13,2021,Korean,8,2041
Closer to You,24,2020,Chinese,8,2042
Original Sin,24,2018,Chinese,8,2043
Nueng Dao Fah Diew,17,2018,Thai,8,2045
The Centimeter of Love,46,2020,Chinese,8,2046
No Boundary Season 2,20,2021,Chinese,8,2047
Junkyouju Takatsuki Akira no Suisatsu Season 2,8,2021,Japanese,8,2049
Ousama ni Sasagu Kusuriyubi,10,2023,Japanese,8,2051
Jitenshaya-san no Takahashi-kun,8,2022,Japanese,8,2052
Thong EK: The Herbal Master,14,2019,Thai,8,2053
Moment at Eighteen,16,2019,Korean,8,2056
You're Beautiful,16,2009,Korean,8,2059
Princess Silver,58,2019,Chinese,8,2060
